English (en),Dutch (nl),English (en),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,nuttig,aantal woorden,gelijk,nieuw,dutch new
covenant,verbond,covenant,1,0,0,0,0,0,0,0,0,1,ja,1,,,verbond
cover,deksel,cover,0,0,0,0,0,0,0,0,0,1,ja,1,,,deksel
covered,bedekt,covered,0,0,0,0,0,0,0,0,0,0,nee,1,,,bedekt
covering,aan het bedekken,covering,0,0,0,0,0,0,0,0,0,0,nee,3,,,aan het bedekken
covert,verborgen,covert,0,0,0,0,0,0,0,0,0,0,nee,1,,,verborgen
covet,begeren,covet,0,1,0,0,0,0,0,0,0,0,ja,1,,,begeren
cow,koe,cow,0,0,0,0,0,0,0,0,0,0,nee,1,,,koe
coward,lafaard,coward,0,1,0,0,1,1,0,1,0,0,ja,1,,,lafaard
cowardice,lafheid,cowardice,0,1,0,0,0,1,0,0,0,0,ja,1,,,lafheid
cowardly,laf,cowardly,0,1,0,0,0,1,0,0,0,0,ja,1,,,laf
cowboy,cowboy,cowboy,0,0,0,0,0,0,0,0,0,0,nee,1,,,cowboy
cowhide,koeienhuid,cowhide,0,0,0,0,0,0,0,0,0,0,nee,1,,,koeienhuid
cowl,monnikspij,cowl,0,0,0,0,0,0,0,0,0,0,nee,1,,,monnikspij
coworker,collega,coworker,0,0,0,0,0,0,0,0,0,0,nee,1,,,collega
coy,bedeesd,coy,0,0,0,0,0,1,0,0,0,0,ja,1,,,bedeesd
coyote,coyote,coyote,0,0,0,0,0,1,0,0,0,0,ja,1,,,coyote
crab,krab,crab,0,0,0,0,0,0,0,0,0,0,nee,1,,,krab
crabby,prikkelbaar,crabby,0,1,1,0,0,0,0,0,0,0,ja,1,,,prikkelbaar
crack,barst,crack,0,1,0,0,0,0,0,0,0,0,ja,1,,,barst
cracked,gebarsten,cracked,0,1,1,0,0,1,0,0,0,0,ja,1,,,gebarsten
cracker,kraker,cracker,0,0,0,0,0,0,0,0,0,0,nee,1,,,kraker
cracking,kraken,cracking,0,1,0,0,0,0,0,0,0,0,ja,1,,,kraken
crackle,knetteren,crackle,0,0,0,0,0,0,0,0,0,0,nee,1,,,knetteren
cradle,wieg,cradle,1,0,0,1,0,0,1,0,0,1,ja,1,,,wieg
craft,ambacht,craft,1,0,0,0,0,0,0,0,0,0,ja,1,,,ambacht
craftsman,ambachtsman,craftsman,1,0,0,0,0,0,0,0,0,0,ja,1,,,ambachtsman
crafty,sluw,crafty,0,0,0,0,0,0,0,0,0,0,nee,1,,,sluw
craig,craig,craig,0,0,0,0,0,0,0,0,0,0,nee,1,,,craig
crammed,opgepropt,crammed,0,0,0,0,0,0,0,0,0,0,nee,1,,,opgepropt
cramp,kramp,cramp,0,1,0,1,0,0,0,0,0,0,ja,1,,,kramp
cramped,krap,cramped,0,1,0,0,0,0,0,0,0,0,ja,1,,,krap
crane,kraan,crane,0,0,0,0,0,0,0,0,0,0,nee,1,,,kraan
cranium,schedel,cranium,0,0,0,0,0,0,0,0,0,0,nee,1,,,schedel
crank,zwengel,crank,0,1,0,0,0,0,0,0,0,0,ja,1,,,zwengel
cranky,humeurig,cranky,0,1,1,0,0,0,0,0,0,0,ja,1,,,humeurig
crap,onzin,crap,0,1,0,0,1,0,0,0,0,0,ja,1,,,onzin
craps,craps,craps,0,0,0,1,0,0,0,0,0,0,ja,1,,,craps
crash,neerstorten,crash,0,1,0,0,0,1,0,1,1,0,ja,1,,,neerstorten
crate,krat,crate,0,0,0,0,0,0,0,0,0,0,nee,1,,,krat
crater,krater,crater,0,0,0,0,0,0,0,0,0,0,nee,1,,,krater
crave,snakken,crave,0,0,0,1,0,0,0,0,0,0,ja,1,,,snakken
craving,hunkering,craving,0,0,0,1,0,0,0,0,0,0,ja,1,,,hunkering
crawfish,rivierkreeft,crawfish,0,0,0,0,0,0,0,0,0,0,nee,1,,,rivierkreeft
crawl,kruipen,crawl,0,1,0,0,1,0,0,0,0,0,ja,1,,,kruipen
crayons,kleurpotloden,crayons,0,0,0,0,0,0,0,0,0,0,nee,1,,,kleurpotloden
craze,rage,craze,0,0,0,0,0,0,0,0,0,0,nee,1,,,rage
crazed,krankzinnige,crazed,0,1,1,0,0,1,0,0,0,0,ja,1,,,krankzinnige
crazy,gek,crazy,0,1,1,0,0,1,0,1,0,0,ja,1,,,gek
creaking,krakende,creaking,0,1,0,0,0,0,0,0,0,0,ja,1,,,krakende
cream,room,cream,1,0,0,1,0,0,1,0,1,0,ja,1,,,room
creamer,creamer,creamer,0,0,0,0,0,0,0,0,0,0,nee,1,,,creamer
creamy,romig,creamy,0,0,0,0,0,0,0,0,0,0,nee,1,,,romig
crease,vouw,crease,0,0,0,0,0,0,0,0,0,0,nee,1,,,vouw
create,creëren,create,1,0,0,0,0,0,1,0,0,0,ja,1,,,creëren
creation,schepping,creation,0,0,0,0,0,0,0,0,0,0,nee,1,,,schepping
creative,creatief,creative,1,0,0,0,0,0,0,0,0,0,ja,1,,,creatief
creator,Schepper,creator,0,0,0,0,0,0,0,0,0,0,nee,1,,,Schepper
creature,schepsel,creature,0,1,0,0,1,1,0,0,0,0,ja,1,,,schepsel
credence,geloof,credence,1,0,0,0,0,0,0,0,0,1,ja,1,,,geloof
credential,geloofsbrief,credential,1,0,0,0,0,0,0,0,0,1,ja,1,,,geloofsbrief
credentials,geloofsbrieven,credentials,0,0,0,0,0,0,0,0,0,0,nee,1,,,geloofsbrieven
credibility,geloofwaardigheid,credibility,1,0,0,0,0,0,0,0,0,1,ja,1,,,geloofwaardigheid
credible,geloofwaardig,credible,1,0,0,0,0,0,0,0,0,1,ja,1,,,geloofwaardig
credit,credit,credit,1,0,0,0,0,0,0,0,0,1,ja,1,,,credit
creditable,NO TRANSLATION,NO TRANSLATION,1,0,0,0,0,0,0,0,0,1,ja,2,ongelijk,verdienstelijk,verdienstelijk
credited,gecrediteerd,credited,1,0,0,0,0,0,0,0,0,0,ja,1,,,gecrediteerd
crediting,creditering,crediting,0,0,0,0,0,0,0,0,0,0,nee,1,,,creditering
creditor,schuldeiser,creditor,0,0,0,0,0,0,0,0,0,0,nee,1,,,schuldeiser
creed,geloofsbelijdenis,creed,0,0,0,0,0,0,0,0,0,0,nee,1,,,geloofsbelijdenis
creek,kreek,creek,0,0,0,0,0,0,0,0,0,0,nee,1,,,kreek
creep,kruipen,creep,0,1,0,0,0,0,0,0,0,0,ja,1,,,kruipen
creeping,serviel,creeping,0,0,0,1,0,0,0,0,0,0,ja,1,,,serviel
cremation,crematie,cremation,0,0,0,0,0,0,0,1,0,0,ja,1,,,crematie
creole,creoolse,creole,0,0,0,0,0,0,0,0,0,0,nee,1,,,creoolse
crescendo,crescendo,crescendo,1,0,0,1,0,0,1,0,1,1,ja,1,,,crescendo
crescent,halve maan,crescent,0,0,0,0,0,0,0,0,0,0,nee,2,,,halve maan
crevice,spleet,crevice,0,0,0,0,0,0,0,0,0,0,nee,1,,,spleet
crew,bemanning,crew,0,0,0,0,0,0,0,0,0,1,ja,1,,,bemanning
crib,ledikant,crib,0,0,0,0,0,0,0,0,0,0,nee,1,,,ledikant
cricket,krekel,cricket,0,0,0,0,0,0,0,0,0,0,nee,1,,,krekel
crime,misdrijf,crime,0,1,1,0,0,0,0,0,0,0,ja,1,,,misdrijf
criminal,crimineel,criminal,0,1,1,0,1,1,0,0,0,0,ja,1,,,crimineel
criminality,criminaliteit,criminality,0,1,1,0,1,1,0,0,0,0,ja,1,,,criminaliteit
crimp,krimp,crimp,0,0,0,0,0,0,0,0,0,0,nee,1,,,krimp
crimson,karmozijn,crimson,0,0,0,0,0,0,0,0,0,0,nee,1,,,karmozijn
cringe,ineenkrimpen,cringe,0,1,0,0,1,1,0,1,0,0,ja,1,,,ineenkrimpen
cripple,verlamde,cripple,0,1,0,0,0,1,0,1,0,0,ja,1,,,verlamde
crippled,verminkt,crippled,0,1,0,0,0,0,0,1,0,0,ja,1,,,verminkt
crisis,crisis,crisis,0,1,0,0,0,0,0,0,0,0,ja,1,,,crisis
crisp,knapperig,crisp,0,1,0,0,0,0,0,0,0,1,ja,1,,,knapperig
criterion,criterium,criterion,0,0,0,0,0,0,0,0,0,0,nee,1,,,criterium
critic,criticus,critic,0,1,0,0,0,0,0,0,0,0,ja,1,,,criticus
criticism,kritiek,criticism,0,1,1,0,0,0,0,1,0,0,ja,1,,,kritiek
criticize,bekritiseren,criticize,0,1,1,0,1,1,0,1,0,0,ja,1,,,bekritiseren
critique,critiek,critique,1,0,0,0,0,0,0,0,0,0,ja,1,,,critiek
critter,critter,critter,0,0,0,0,1,0,0,0,0,0,ja,1,,,critter
croak,kwaken,croak,0,0,0,0,0,0,0,0,0,0,nee,1,,,kwaken
crock,pot,crock,0,0,0,0,0,0,0,0,0,0,nee,1,,,pot
crockery,aardewerk,crockery,0,0,0,0,0,0,0,0,0,0,nee,1,,,aardewerk
crocodile,krokodil,crocodile,0,0,0,0,0,1,0,0,0,0,ja,1,,,krokodil
croft,croft,croft,0,0,0,0,0,0,0,0,0,0,nee,1,,,croft
crook,oplichter,crook,0,1,0,0,0,0,0,0,0,0,ja,1,,,oplichter
crop,gewas,crop,0,0,0,0,0,0,0,0,0,0,nee,1,,,gewas
croquet,croquet,croquet,0,0,0,0,0,0,0,0,0,0,nee,1,,,croquet
cross,kruis,cross,0,1,1,0,0,1,0,1,0,0,ja,1,,,kruis
crossbow,kruisboog,crossbow,0,0,0,0,0,0,0,0,0,0,nee,1,,,kruisboog
crossed,gekruiste,crossed,0,0,0,0,0,0,0,0,0,0,nee,1,,,gekruiste
crossing,kruispunt,crossing,0,0,0,0,0,0,0,0,0,0,nee,1,,,kruispunt
crotch,Kruis,crotch,0,0,0,0,0,0,0,0,0,0,nee,1,,,Kruis
crouch,hurken,crouch,0,0,0,0,0,1,0,0,0,0,ja,1,,,hurken
crouched,gehurkt,crouched,0,0,0,0,0,0,0,0,0,0,nee,1,,,gehurkt
crouching,hurken,crouching,0,1,0,0,0,1,0,0,0,0,ja,1,,,hurken
croupier,croupier,croupier,0,0,0,0,0,0,0,0,0,0,nee,1,,,croupier
crow,kraai,crow,0,0,0,0,0,0,0,0,0,0,nee,1,,,kraai
crowd,menigte,crowd,0,0,0,0,0,0,0,0,0,0,nee,1,,,menigte
crowded,druk,crowded,0,0,0,0,0,0,0,0,0,0,nee,1,,,druk
crown,kroon,crown,0,0,0,0,0,0,0,0,0,0,nee,1,,,kroon
crowning,bekroning,crowning,1,0,0,1,0,0,1,0,1,1,ja,1,,,bekroning
crucial,beslissend,crucial,1,0,0,0,0,0,0,0,0,1,ja,1,,,beslissend
cruciate,kruisband,cruciate,0,1,0,0,0,0,0,0,0,0,ja,1,,,kruisband
crucifix,kruisbeeld,crucifix,0,0,0,0,0,0,0,0,0,0,nee,1,,,kruisbeeld
crucifixion,kruisiging,crucifixion,0,1,1,0,1,1,0,1,0,0,ja,1,,,kruisiging
crude,ruw,crude,0,1,0,0,1,0,0,0,0,0,ja,1,,,ruw
cruel,wreed,cruel,0,1,1,0,1,1,0,1,0,0,ja,1,,,wreed
cruelly,wreed,cruelly,0,1,1,0,0,1,0,0,0,0,ja,1,,,wreed
cruelty,wreedheid,cruelty,0,1,1,0,1,1,0,1,0,0,ja,1,,,wreedheid
cruise,reis,cruise,0,0,0,0,0,0,0,0,0,0,nee,1,,,reis
cruiser,kruiser,cruiser,0,0,0,0,0,0,0,0,0,0,nee,1,,,kruiser
crumb,kruimel,crumb,0,0,0,0,0,0,0,0,0,0,nee,1,,,kruimel
crumbling,afbrokkelende,crumbling,0,1,0,0,0,0,0,1,0,0,ja,1,,,afbrokkelende
crunch,kraken,crunch,0,1,1,0,0,0,0,0,0,0,ja,1,,,kraken
crusade,kruistocht,crusade,0,1,1,0,0,1,0,0,0,0,ja,1,,,kruistocht
crush,verpletteren,crush,0,0,0,0,0,0,0,0,0,0,nee,1,,,verpletteren
crushed,verpletterd,crushed,0,1,1,0,1,1,0,1,0,0,ja,1,,,verpletterd
crushing,breken,crushing,0,1,1,0,1,1,0,0,0,0,ja,1,,,breken
crust,korst,crust,0,0,0,0,0,0,0,0,0,0,nee,1,,,korst
crusty,korstig,crusty,0,1,0,0,1,0,0,0,0,0,ja,1,,,korstig
crutch,kruk,crutch,0,0,0,0,0,0,0,0,0,0,nee,1,,,kruk
crux,moeilijkheid,crux,0,0,0,0,0,0,0,0,0,0,nee,1,,,moeilijkheid
cry,huilen,cry,0,1,0,0,0,0,0,1,0,0,ja,1,,,huilen
crying,huilen,crying,0,1,0,0,0,0,0,1,0,0,ja,1,,,huilen
crypt,crypt,crypt,0,1,0,0,0,1,0,1,0,0,ja,1,,,crypt
cryptic,raadselachtig,cryptic,0,0,0,0,0,0,0,0,0,0,nee,1,,,raadselachtig
cryptography,geheimschrift,cryptography,0,0,0,0,0,0,0,0,0,0,nee,1,,,geheimschrift
crystal,kristal,crystal,1,0,0,0,0,0,0,0,0,0,ja,1,,,kristal
crystalline,kristallijne,crystalline,0,0,0,0,0,0,0,0,0,0,nee,1,,,kristallijne
crystallization,kristallisatie,crystallization,0,0,0,0,0,0,0,0,0,0,nee,1,,,kristallisatie
cub,welp,cub,0,0,0,0,0,0,0,0,0,0,nee,1,,,welp
cube,kubus,cube,0,0,0,0,0,0,0,0,0,1,ja,1,,,kubus
cubicle,cubicle,cubicle,0,0,0,0,0,0,0,0,0,0,nee,1,,,cubicle
cuckold,hoorndrager,cuckold,0,1,0,0,1,0,0,0,0,0,ja,1,,,hoorndrager
cuckoo,koekoek,cuckoo,0,1,0,0,0,0,0,0,0,0,ja,1,,,koekoek
cuddle,knuffelen,cuddle,1,0,0,0,0,0,1,0,0,1,ja,1,,,knuffelen
cue,keu,cue,0,0,0,1,0,0,0,0,0,0,ja,1,,,keu
cuff,manchet,cuff,0,0,0,0,0,0,0,0,0,0,nee,1,,,manchet
cuisine,keuken,cuisine,0,0,0,0,0,0,0,0,0,0,nee,1,,,keuken
culinary,culinaire,culinary,1,0,0,0,0,0,0,0,0,1,ja,1,,,culinaire
cull,ruiming,cull,0,1,0,0,0,0,0,0,0,0,ja,1,,,ruiming
culminate,culmineren,culminate,0,0,0,0,0,0,0,0,0,0,nee,1,,,culmineren
culmination,hoogtepunt,culmination,1,0,0,0,0,0,0,0,0,0,ja,1,,,hoogtepunt
culpability,schuldigheid,culpability,0,1,0,0,0,0,0,0,0,0,ja,1,,,schuldigheid
culpable,schuldig,culpable,0,1,0,0,0,0,0,0,0,0,ja,1,,,schuldig
culprit,dader,culprit,0,1,0,0,0,0,0,0,0,0,ja,1,,,dader
cult,cultus,cult,0,1,0,0,0,1,0,0,0,0,ja,1,,,cultus
cultivate,verbouwen,cultivate,1,0,0,1,0,0,0,0,0,1,ja,1,,,verbouwen
cultivated,bewerkt,cultivated,1,0,0,0,0,0,0,0,0,0,ja,1,,,bewerkt
cultivation,teelt,cultivation,1,0,0,0,0,0,0,0,0,0,ja,1,,,teelt
culture,cultuur,culture,1,0,0,0,0,0,0,0,0,0,ja,1,,,cultuur
culvert,duiker,culvert,0,0,0,0,0,0,0,0,0,0,nee,1,,,duiker
cumbersome,hinderlijk,cumbersome,0,1,0,0,0,0,0,1,0,0,ja,1,,,hinderlijk
cumulus,stapelwolk,cumulus,0,0,0,0,0,0,0,0,0,0,nee,1,,,stapelwolk
cunning,sluw,cunning,1,1,0,0,0,0,0,0,0,0,ja,1,,,sluw
cup,kop,cup,0,0,0,0,0,0,0,0,0,0,nee,1,,,kop
cupboard,kast,cupboard,0,0,0,0,0,0,0,0,0,0,nee,1,,,kast
cupping,cupping,cupping,0,1,0,0,1,1,0,1,0,0,ja,1,,,cupping
cur,cur,cur,0,1,1,0,1,1,0,0,0,0,ja,1,,,cur
curable,uithardbare,curable,1,0,0,0,0,0,0,0,0,1,ja,1,,,uithardbare
curate,kapelaan,curate,0,0,0,0,0,0,0,0,0,0,nee,1,,,kapelaan
curative,genezend,curative,0,0,0,0,0,0,0,0,0,0,nee,1,,,genezend
curator,beheerder,curator,0,0,0,0,0,0,0,0,0,0,nee,1,,,beheerder
curb,stoeprand,curb,0,0,0,0,0,0,0,0,0,0,nee,1,,,stoeprand
curd,wrongel,curd,0,0,0,0,0,0,0,0,0,0,nee,1,,,wrongel
curfew,avondklok,curfew,0,0,0,0,0,0,0,0,0,0,nee,1,,,avondklok
curiosity,nieuwsgierigheid,curiosity,1,0,0,1,0,0,0,0,1,0,ja,1,,,nieuwsgierigheid
curl,Krul,curl,1,0,0,0,0,0,0,0,0,0,ja,1,,,Krul
curling,curling,curling,0,0,0,0,0,0,0,0,0,0,nee,1,,,curling
currency,valuta,currency,0,0,0,0,0,0,0,0,0,0,nee,1,,,valuta
current,actueel,current,0,0,0,0,0,0,0,0,0,0,nee,1,,,actueel
curriculum,leerplan,curriculum,0,0,0,0,0,0,0,0,0,0,nee,1,,,leerplan
curry,kerrie,curry,0,0,0,0,0,0,0,0,0,0,nee,1,,,kerrie
curse,vloek,curse,0,1,1,0,1,1,0,1,0,0,ja,1,,,vloek
cursed,vervloekt,cursed,0,1,1,0,0,1,0,1,0,0,ja,1,,,vervloekt
cursing,gevloek,cursing,0,1,1,0,1,0,0,0,0,0,ja,1,,,gevloek
cursory,vluchtig,cursory,0,1,0,0,0,0,0,0,0,0,ja,1,,,vluchtig
curt,kortaf,curt,0,0,0,0,0,0,0,0,0,0,nee,1,,,kortaf
curtail,beperken,curtail,0,0,0,0,0,0,0,0,0,0,nee,1,,,beperken
curtailment,inkorting,curtailment,0,0,0,0,0,0,0,0,0,0,nee,1,,,inkorting
curtain,gordijn,curtain,0,0,0,0,0,0,0,0,0,0,nee,1,,,gordijn
curvature,kromming,curvature,0,0,0,0,0,0,0,0,0,0,nee,1,,,kromming
curve,kromme,curve,0,0,0,0,0,0,0,0,0,0,nee,1,,,kromme
curved,gebogen,curved,0,0,0,0,0,0,0,0,0,0,nee,1,,,gebogen
curvilinear,kromlijnig,curvilinear,0,0,0,0,0,0,0,0,0,0,nee,1,,,kromlijnig
cushion,kussen,cushion,1,0,0,0,0,0,0,0,0,0,ja,1,,,kussen
cusp,cusp,cusp,0,0,0,0,0,0,0,0,0,0,nee,1,,,cusp
cussed,koppig,cussed,0,0,1,0,0,0,0,0,0,0,ja,1,,,koppig
custodian,bewaarder,custodian,0,0,0,0,0,0,0,0,0,1,ja,1,,,bewaarder
custody,hechtenis,custody,0,0,0,0,0,0,0,0,0,1,ja,1,,,hechtenis
custom,gewoonte,custom,0,0,0,0,0,0,0,0,0,0,nee,1,,,gewoonte
customary,gebruikelijk,customary,0,0,0,0,0,0,0,0,0,0,nee,1,,,gebruikelijk
customer,klant,customer,1,0,0,0,0,0,0,0,0,0,ja,1,,,klant
cut,besnoeiing,cut,0,0,0,0,0,0,0,0,0,0,nee,1,,,besnoeiing
cutaneous,huid-,cutaneous,0,0,0,0,0,0,0,0,0,0,nee,1,,,huid-
cute,schattig,cute,1,0,0,0,0,0,0,0,0,0,ja,1,,,schattig
cuticle,nagelriem,cuticle,0,0,0,0,0,0,0,0,0,0,nee,1,,,nagelriem
cutlery,bestek,cutlery,0,0,0,0,0,0,0,0,0,0,nee,1,,,bestek
cutter,snijder,cutter,0,1,0,0,0,1,0,0,0,0,ja,1,,,snijder
cutters,cutters,cutters,1,0,0,0,0,0,0,0,0,0,ja,1,,,cutters
cutthroat,moordenaar,cutthroat,0,1,1,0,0,1,0,0,0,0,ja,1,,,moordenaar
cutting,snijdend,cutting,0,1,1,0,1,1,0,1,0,0,ja,1,,,snijdend
cuttings,stekken,cuttings,0,0,0,0,0,0,0,0,0,0,nee,1,,,stekken
cwt,cwt,cwt,0,0,0,0,0,0,0,0,0,0,nee,1,,,cwt
cyanide,cyanide,cyanide,0,1,0,0,0,1,0,0,0,0,ja,1,,,cyanide
cycle,fiets,cycle,0,0,0,0,0,0,0,0,0,0,nee,1,,,fiets
cyclical,cyclische,cyclical,0,0,0,0,0,0,0,0,0,0,nee,1,,,cyclische
cyclist,fietser,cyclist,0,0,0,0,0,0,0,0,0,0,nee,1,,,fietser
cyclone,cycloon,cyclone,0,1,0,0,0,1,0,0,1,0,ja,1,,,cycloon
cylinder,cilinder,cylinder,0,0,0,0,0,0,0,0,0,0,nee,1,,,cilinder
cylindrical,cilindrisch,cylindrical,0,0,0,0,0,0,0,0,0,0,nee,1,,,cilindrisch
cymbal,cimbaal,cymbal,0,0,0,0,0,0,0,0,0,0,nee,1,,,cimbaal
cynic,cynicus,cynic,0,0,0,0,0,0,0,0,0,0,nee,1,,,cynicus
cyst,cyste,cyst,0,1,0,0,0,1,0,1,0,0,ja,1,,,cyste
cystic,cystic,cystic,0,0,0,0,1,0,0,0,0,0,ja,1,,,cystic
cytomegalovirus,cytomegalovirus,cytomegalovirus,0,1,0,0,0,0,0,1,0,0,ja,1,,,cytomegalovirus
cytoplasm,cytoplasma,cytoplasm,0,0,0,0,0,0,0,0,0,0,nee,1,,,cytoplasma
czar,tsaar,czar,0,0,0,0,0,0,0,0,0,0,nee,1,,,tsaar
dab,schar,dab,0,0,0,0,0,0,0,0,0,0,nee,1,,,schar
dabble,ploeteren,dabble,0,0,0,0,0,0,0,0,0,0,nee,1,,,ploeteren
dabbling,ploeteren,dabbling,0,1,1,0,1,0,0,0,0,0,ja,1,,,ploeteren
dad,pa,dad,0,0,0,0,0,0,0,0,0,0,nee,1,,,pa
dado,NO TRANSLATION,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0,nee,2,ongelijk,,NO TRANSLATION
daemon,demon,daemon,0,1,1,0,1,1,0,1,1,0,ja,1,,,demon
daft,gek,daft,0,1,0,0,1,0,0,0,0,0,ja,1,,,gek
dagger,dolk,dagger,0,1,0,0,0,1,0,0,0,0,ja,1,,,dolk
daily,dagelijks,daily,0,0,0,1,0,0,0,0,0,0,ja,1,,,dagelijks
dainty,sierlijk,dainty,0,0,0,0,0,0,0,0,0,0,nee,1,,,sierlijk
dairy,zuivel,dairy,0,0,0,0,0,0,0,0,0,0,nee,1,,,zuivel
dak,NO TRANSLATION,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0,nee,2,ongelijk,,NO TRANSLATION
dale,dal,dale,0,0,0,0,0,0,0,0,0,0,nee,1,,,dal
dam,dam,dam,0,0,0,0,0,0,0,0,0,0,nee,1,,,dam
damage,schade,damage,0,1,1,0,1,0,0,1,0,0,ja,1,,,schade
damages,schadevergoeding,damages,0,1,0,0,0,0,0,1,0,0,ja,1,,,schadevergoeding
dame,lady,dame,1,0,1,0,1,0,0,0,0,1,ja,1,,,lady
damn,vloek,damn,0,1,1,0,1,0,0,0,0,0,ja,1,,,vloek
damnation,verdoemenis,damnation,0,1,1,0,0,1,0,1,0,0,ja,1,,,verdoemenis
damned,verdoemde,damned,0,1,0,0,0,0,0,0,0,0,ja,1,,,verdoemde
damp,vochtig,damp,0,0,0,0,0,0,0,0,0,0,nee,1,,,vochtig
dampened,bevochtigd,dampened,0,0,0,0,0,0,0,0,0,0,nee,1,,,bevochtigd
damper,demper,damper,0,1,0,0,0,0,0,0,0,0,ja,1,,,demper
damsel,jonkvrouw,damsel,0,0,0,0,0,0,0,0,0,0,nee,1,,,jonkvrouw
dance,dans,dance,1,0,0,0,0,0,1,0,0,1,ja,1,,,dans
dancer,danser,dancer,0,0,0,0,0,0,0,0,0,0,nee,1,,,danser
dandruff,roos,dandruff,0,1,0,0,0,0,0,0,0,0,ja,1,,,roos
dandy,dandy,dandy,0,1,0,0,1,0,0,0,0,0,ja,1,,,dandy
danger,Gevaar,danger,0,1,0,0,0,1,0,1,0,0,ja,1,,,Gevaar
dangerous,gevaarlijk,dangerous,0,1,0,0,0,1,0,0,0,0,ja,1,,,gevaarlijk
dangle,bengelen,dangle,0,0,0,0,0,0,0,0,0,0,nee,1,,,bengelen
dank,NO TRANSLATION,NO TRANSLATION,0,0,0,0,1,0,0,0,0,0,ja,2,ongelijk,dankbaar,dankbaar
dapper,dapper,dapper,0,0,0,0,0,0,0,0,0,0,nee,1,,,dapper
dare,durven,dare,0,0,0,1,0,0,0,0,0,1,ja,1,,,durven
daring,gedurfd,daring,1,0,0,0,0,0,0,0,0,0,ja,1,,,gedurfd
dark,donker,dark,0,0,0,0,0,0,0,1,0,0,ja,1,,,donker
darken,verduisteren,darken,0,1,0,0,0,1,0,1,0,0,ja,1,,,verduisteren
darkened,verduisterd,darkened,0,1,0,0,0,1,0,1,0,0,ja,1,,,verduisterd
darkly,donker,darkly,0,0,0,0,0,0,0,0,0,0,nee,1,,,donker
darkness,duisternis,darkness,0,1,1,0,0,1,0,1,0,0,ja,1,,,duisternis
darling,schat,darling,1,0,0,0,0,0,1,0,0,1,ja,1,,,schat
darn,stoppen,darn,0,0,0,0,0,0,0,0,0,0,nee,1,,,stoppen
dart,pijl,dart,0,0,0,0,0,1,0,0,0,0,ja,1,,,pijl
dash,scheutje,dash,0,0,0,0,0,0,0,0,0,0,nee,1,,,scheutje
dashboard,dashboard,dashboard,0,0,0,0,0,0,0,0,0,0,nee,1,,,dashboard
dashed,gestippelde,dashed,0,1,1,0,0,1,0,1,0,0,ja,1,,,gestippelde
dashing,zwierig,dashing,1,0,0,0,0,0,0,0,0,0,ja,1,,,zwierig
dastardly,lafhartig,dastardly,0,1,1,0,1,1,0,0,0,0,ja,1,,,lafhartig
data,gegevens,data,0,0,0,0,0,0,0,0,0,0,nee,1,,,gegevens
database,databank,database,0,0,0,0,0,0,0,0,0,0,nee,1,,,databank
date,datum,date,0,0,0,0,0,0,0,0,0,0,nee,1,,,datum
daughter,dochter,daughter,1,0,0,0,0,0,1,0,0,0,ja,1,,,dochter
dawn,dageraad,dawn,1,0,0,1,0,0,1,0,1,1,ja,1,,,dageraad
day,dag,day,0,0,0,0,0,0,0,0,0,0,nee,1,,,dag
daybreak,aanbreken van de dag,daybreak,0,0,0,0,0,0,0,0,0,0,nee,4,,,aanbreken van de dag
daydreaming,dagdromen,daydreaming,0,0,0,0,0,0,0,0,0,0,nee,1,,,dagdromen
daze,verdoving,daze,0,0,0,0,0,0,0,0,0,0,nee,1,,,verdoving
dazed,versuft,dazed,0,1,0,0,0,0,0,0,0,0,ja,1,,,versuft
dazzling,schitterende,dazzling,0,0,0,0,0,0,0,0,0,0,nee,1,,,schitterende
deacon,diaken,deacon,0,0,0,0,0,0,0,0,0,1,ja,1,,,diaken
deactivate,deactiveren,deactivate,0,1,0,0,0,0,0,0,0,0,ja,1,,,deactiveren
deadlock,impasse,deadlock,0,1,0,0,0,0,0,0,0,0,ja,1,,,impasse
deadly,dodelijk,deadly,0,1,1,0,1,1,0,1,0,0,ja,1,,,dodelijk
deaf,doof,deaf,0,1,0,0,0,0,0,0,0,0,ja,1,,,doof
deafening,oorverdovend,deafening,0,0,0,0,0,0,0,0,0,0,nee,1,,,oorverdovend
deafness,doofheid,deafness,0,0,0,0,0,0,0,0,0,0,nee,1,,,doofheid
deal,transactie,deal,1,0,0,1,0,0,1,0,1,1,ja,1,,,transactie
dealer,handelaar,dealer,0,0,0,0,0,0,0,0,0,0,nee,1,,,handelaar
dealing,omgang,dealing,0,0,0,0,0,0,0,0,0,0,nee,1,,,omgang
dealings,transacties,dealings,0,0,0,0,0,0,0,0,0,1,ja,1,,,transacties
dean,decaan,dean,0,0,0,0,0,0,0,0,0,0,nee,1,,,decaan
dear,Geachte,dear,1,0,0,0,0,0,0,0,0,0,ja,1,,,Geachte
dearth,gebrek,dearth,0,0,0,0,0,0,0,0,0,0,nee,1,,,gebrek
death,dood,death,0,1,1,1,1,1,0,1,1,0,ja,1,,,dood
debacle,debacle,debacle,0,1,0,0,0,1,0,1,0,0,ja,1,,,debacle
